,labels,predictions,aux_labels,loss,grad_norm
0,0,0,0,0.0010313435923308134,0.035658747
1,0,0,0,0.008113756775856018,0.3032315
2,0,0,0,0.001430917764082551,0.04814413
3,0,0,0,0.00023934361524879932,0.008573111
4,0,0,1,0.0008529362385161221,0.03396865
5,1,1,3,0.005388734862208366,0.17881237
6,0,0,0,0.003138024127110839,0.11282727
7,0,0,0,0.0011682836338877678,0.03722225
8,0,0,0,0.01260080561041832,0.37394944
9,1,1,3,0.15721990168094635,4.2743635
10,0,0,0,0.02195913903415203,0.76096743
11,1,1,3,0.0027592226397246122,0.10561709
12,0,0,0,0.012912588194012642,0.4121601
13,0,0,0,0.005662946496158838,0.20951174
14,0,0,0,0.058740630745887756,2.2581313
15,0,0,0,0.0018818541429936886,0.05044449
16,0,0,0,0.0001227780303452164,0.005482726
17,0,0,0,0.005025849211961031,0.16989614
18,1,1,3,0.10103458166122437,2.9560955
19,0,1,1,0.01029242854565382,0.3516059
20,0,0,0,0.001082192175090313,0.030841865
21,0,0,0,0.0046614077873528,0.1304465
22,0,0,0,0.0015986294019967318,0.05049182
23,0,0,0,0.00010787858627736568,0.0040742983
24,0,0,0,0.0015608996618539095,0.057660427
25,0,0,0,0.008791785687208176,0.30503166
26,0,0,0,0.1883823722600937,5.413066
27,0,0,0,0.00047350639943033457,0.016810894
28,0,0,0,0.002071022754535079,0.071198225
29,0,0,0,0.0097548458725214,0.42561978
30,0,0,0,0.06410083174705505,2.3287575
31,0,0,0,0.013584550470113754,0.48432043
32,0,0,0,0.0016068416880443692,0.053555775
33,0,0,0,0.0014016337227076292,0.052937143
34,0,0,0,0.0012963948538526893,0.04187385
35,0,0,0,0.0003997480380348861,0.021602087
36,0,0,0,0.03215347230434418,1.386418
37,0,0,0,0.004100605845451355,0.13915394
38,0,0,0,0.05786413699388504,2.2593482
39,0,0,0,0.07405377924442291,2.6182637
40,0,0,0,0.002379921032115817,0.07337255
41,0,0,0,0.0021778454538434744,0.07132062
42,0,0,0,0.009395785629749298,0.3945603
43,0,0,0,1.5041841268539429,28.538422
